idx,score,length,gc,frac_a,frac_t,frac_c,frac_g,entropy_bits,cpg_density,longest_run,runs_ge_5,mean_unpair_prob
5013,0.9855428338050842,100,0.62,0.19,0.19,0.44,0.18,1.8769073222061352,0.08,5,2,nan
5015,0.9615567922592163,100,0.69,0.08,0.23,0.42,0.27,1.814843996730396,0.04,4,0,nan
5017,0.9951720237731934,100,0.67,0.14,0.19,0.21,0.46,1.8404951145626134,0.05,5,1,nan
5021,0.9990044832229614,100,0.7,0.16,0.14,0.41,0.29,1.8654156902062498,0.04,5,2,nan
5023,0.9709466099739075,100,0.73,0.16,0.11,0.22,0.51,1.749306831218954,0.04,4,0,nan
5024,0.9513887763023376,100,0.64,0.19,0.17,0.35,0.29,1.9378177346901515,0.06,4,0,nan
5028,0.985282838344574,100,0.64,0.21,0.15,0.29,0.35,1.931372397132173,0.06,4,0,nan
5030,0.9931056499481201,100,0.8,0.1,0.1,0.43,0.37,1.7186789809926388,0.2,4,0,nan
5041,0.9971710443496704,100,0.54,0.14,0.32,0.34,0.2,1.9167035156840724,0.04,5,1,nan
5044,0.9979104399681091,100,0.69,0.14,0.17,0.24,0.45,1.8442329241526716,0.03,5,1,nan
5054,0.9982557892799377,100,0.73,0.11,0.16,0.47,0.26,1.7905476247194485,0.11,4,0,nan
5055,0.9847943186759949,100,0.61,0.17,0.22,0.38,0.23,1.9332808456602864,0.05,4,0,nan
5056,0.9995306730270386,100,0.72,0.11,0.17,0.19,0.53,1.7255459602392875,0.05,5,2,nan
5058,0.9653675556182861,100,0.63,0.17,0.2,0.35,0.28,1.9432934536778272,0.09,3,0,nan
5059,0.9979780912399292,100,0.75,0.14,0.11,0.17,0.58,1.637791362450008,0.06,4,0,nan
5061,0.9602434039115906,100,0.78,0.08,0.14,0.41,0.37,1.7467324335105343,0.18,5,2,nan
5063,0.9800083637237549,100,0.71,0.2,0.09,0.21,0.5,1.749862566996542,0.07,4,0,nan
5068,0.9532861113548279,100,0.62,0.15,0.23,0.18,0.44,1.864666938080307,0.05,4,0,nan
5070,0.9952282309532166,100,0.84,0.1,0.06,0.59,0.25,1.5248421836755515,0.13,6,2,nan
5071,0.991863489151001,100,0.63,0.15,0.22,0.38,0.25,1.9215711417809977,0.08,4,0,nan
5072,0.9916017055511475,100,0.65,0.25,0.1,0.38,0.27,1.8726672521496084,0.09,4,0,nan
5073,0.9981554746627808,100,0.7,0.13,0.17,0.26,0.44,1.8436661044867302,0.08,4,0,nan
5076,0.9891135096549988,100,0.57,0.17,0.26,0.4,0.17,1.9032332590779801,0.03,4,0,nan
5078,0.9942212104797363,100,0.6,0.07,0.33,0.36,0.24,1.8211272851500926,0.06,3,0,nan
5079,0.996649980545044,100,0.68,0.14,0.18,0.2,0.48,1.8150723811034164,0.05,4,0,nan
5088,0.9767013788223267,100,0.8,0.1,0.1,0.36,0.44,1.7161476580776092,0.11,6,1,nan
5092,0.9845263361930847,100,0.74,0.2,0.06,0.29,0.45,1.7442244388186334,0.07,4,0,nan
5094,0.9981725811958313,100,0.64,0.19,0.17,0.37,0.27,1.930563908341038,0.06,5,1,nan
5095,0.9879202842712402,100,0.73,0.14,0.13,0.3,0.43,1.8244083141238607,0.08,6,2,nan
5096,0.9544994235038757,100,0.7,0.15,0.15,0.28,0.42,1.8609563153489606,0.08,4,0,nan
5097,0.9854397177696228,100,0.81,0.11,0.08,0.43,0.38,1.6958124120941573,0.09,7,2,nan
5101,0.9993331432342529,100,0.79,0.13,0.08,0.35,0.44,1.7254000582852336,0.17,5,2,nan
5103,0.9914103746414185,100,0.72,0.13,0.15,0.24,0.48,1.7955924365558724,0.12,4,0,nan
5105,0.9995723366737366,100,0.82,0.09,0.09,0.44,0.38,1.6769073222061353,0.15,5,2,nan
5108,0.9571353793144226,100,0.78,0.1,0.12,0.5,0.28,1.7134804071359582,0.1,4,0,nan
5110,0.9808579087257385,100,0.69,0.11,0.2,0.51,0.18,1.7554096680820706,0.05,5,1,nan
5111,0.9527822732925415,100,0.66,0.13,0.21,0.48,0.18,1.8090438670270719,0.05,4,0,nan
5112,0.9935560822486877,100,0.68,0.17,0.15,0.5,0.18,1.7904393222739106,0.04,4,0,nan
5115,0.9982843399047852,100,0.66,0.13,0.21,0.34,0.32,1.9106750016077276,0.12,4,0,nan
5131,0.9879676103591919,100,0.81,0.11,0.08,0.42,0.39,1.697238528801266,0.19,3,0,nan
5133,0.9947036504745483,100,0.67,0.18,0.15,0.44,0.23,1.8646669380803071,0.08,4,0,nan
5135,0.9942064881324768,100,0.67,0.22,0.11,0.21,0.46,1.819018597054651,0.1,6,1,nan
5137,0.9994741678237915,100,0.63,0.21,0.16,0.28,0.35,1.9401610968843177,0.1,4,0,nan
5139,0.9918360710144043,100,0.59,0.2,0.21,0.17,0.42,1.8974419114340755,0.03,3,0,nan
5159,0.993760347366333,100,0.65,0.21,0.14,0.2,0.45,1.8527203295772945,0.03,4,0,nan
5164,0.9941543340682983,100,0.81,0.08,0.11,0.37,0.44,1.6936710542414999,0.15,5,2,nan
5166,0.9851990342140198,100,0.6,0.15,0.25,0.34,0.26,1.9450068602479664,0.06,5,1,nan
5167,0.9686726331710815,100,0.78,0.07,0.15,0.31,0.47,1.7148501393809936,0.14,4,0,nan
5171,0.9995123744010925,100,0.76,0.16,0.08,0.39,0.37,1.7750515791357362,0.13,4,0,nan
5173,0.9600992798805237,100,0.64,0.22,0.14,0.44,0.2,1.8632160134085716,0.12,2,0,nan
5179,0.9833284616470337,100,0.74,0.0,0.26,0.59,0.15,1.3649488745932765,0.11,3,0,nan
5184,0.9972434043884277,100,0.81,0.12,0.07,0.26,0.55,1.6152836759889069,0.15,5,1,nan
5211,0.9734845757484436,100,0.61,0.24,0.15,0.34,0.27,1.9438746086511176,0.07,5,1,nan
5213,0.9988558292388916,100,0.75,0.05,0.2,0.47,0.28,1.7066580275882652,0.15,7,1,nan
5214,0.9869145750999451,100,0.72,0.15,0.13,0.18,0.54,1.7185396856472157,0.11,5,1,nan
5221,0.9999294281005859,100,0.69,0.18,0.13,0.32,0.37,1.884714780874055,0.13,3,0,nan
5229,0.9685733318328857,100,0.59,0.22,0.19,0.29,0.3,1.9747933388506866,0.06,5,1,nan
5230,0.996915340423584,100,0.75,0.12,0.13,0.22,0.53,1.715730729311143,0.1,5,3,nan
5231,0.9871677160263062,100,0.72,0.13,0.15,0.6,0.12,1.6024355796234553,0.06,5,5,nan
5234,0.9827187657356262,100,0.87,0.08,0.05,0.32,0.55,1.5080119425917935,0.21,4,0,nan
5236,0.9741896986961365,100,0.69,0.15,0.16,0.35,0.34,1.8928361784775936,0.1,5,1,nan
5244,0.9997974038124084,100,0.72,0.12,0.16,0.55,0.17,1.6990441642370653,0.06,4,0,nan
5246,0.9909669160842896,100,0.66,0.12,0.22,0.15,0.51,1.75361521984124,0.05,5,1,nan
5249,0.9682130217552185,100,0.67,0.19,0.14,0.32,0.35,1.9084712172016407,0.07,4,0,nan
5251,0.9985349774360657,100,0.74,0.2,0.06,0.21,0.53,1.6661883210519475,0.1,4,0,nan
5254,0.9810104370117188,100,0.53,0.29,0.18,0.3,0.23,1.971968772352444,0.04,5,1,nan
5256,0.9938265681266785,100,0.6,0.29,0.11,0.21,0.39,1.8708106989978095,0.06,4,0,nan
5257,0.999683141708374,100,0.72,0.12,0.16,0.29,0.43,1.8315523565792877,0.1,5,1,nan
5258,0.9921503663063049,100,0.63,0.21,0.16,0.24,0.39,1.9197716654618309,0.09,5,1,nan
5262,0.9934709668159485,100,0.73,0.11,0.16,0.54,0.19,1.7085732330020678,0.09,5,1,nan
5266,0.9970716834068298,100,0.69,0.14,0.17,0.39,0.3,1.88258377363527,0.1,5,1,nan
5268,0.9554508924484253,100,0.79,0.07,0.14,0.43,0.36,1.7198448111014932,0.12,5,2,nan
5270,0.988444447517395,100,0.73,0.16,0.11,0.28,0.45,1.8059254402001392,0.14,5,1,nan
5281,0.9715515971183777,100,0.7,0.15,0.15,0.24,0.46,1.8305595111328656,0.13,4,0,nan
5286,0.9516357779502869,100,0.65,0.27,0.08,0.12,0.53,1.6540432231855537,0.02,7,1,nan
5290,0.9968798756599426,100,0.75,0.11,0.14,0.43,0.32,1.7969951781146554,0.14,5,1,nan
5293,0.9988864660263062,100,0.61,0.22,0.17,0.22,0.39,1.9255307292054793,0.07,4,0,nan
5294,0.9920057058334351,100,0.77,0.08,0.15,0.29,0.48,1.728226111500296,0.13,4,0,nan
5298,0.9991003274917603,100,0.73,0.19,0.08,0.22,0.51,1.7227380817147753,0.1,4,0,nan
5302,0.9999346733093262,100,0.8,0.05,0.15,0.63,0.17,1.4811711608715736,0.11,5,1,nan
5304,0.9989470839500427,100,0.69,0.11,0.2,0.41,0.28,1.8562773926776062,0.09,4,0,nan
5306,0.9937539100646973,100,0.72,0.1,0.18,0.5,0.22,1.7580738290388045,0.09,4,0,nan
5307,0.9573972225189209,100,0.53,0.26,0.21,0.19,0.34,1.9625116106951046,0.04,5,1,nan
5308,0.9932195544242859,100,0.67,0.15,0.18,0.34,0.33,1.9128486747604256,0.09,4,0,nan
5310,0.9945114850997925,100,0.62,0.16,0.22,0.29,0.33,1.9493166856992337,0.07,4,0,nan
5311,0.9948062300682068,100,0.79,0.11,0.1,0.24,0.55,1.6509870596242455,0.11,5,1,nan
5312,0.9998227953910828,100,0.74,0.18,0.08,0.3,0.44,1.7790525986321422,0.11,5,2,nan
5320,0.9682855010032654,100,0.63,0.14,0.23,0.48,0.15,1.8035916611061145,0.02,5,1,nan
5323,0.9942083358764648,100,0.76,0.22,0.02,0.28,0.48,1.6159398551522353,0.08,4,0,nan
5326,0.9996764063835144,100,0.75,0.15,0.1,0.56,0.19,1.6664048070381712,0.04,4,0,nan
5327,0.995233952999115,100,0.71,0.09,0.2,0.5,0.21,1.7498625669965422,0.08,4,0,nan
5328,0.9945191144943237,100,0.63,0.21,0.16,0.31,0.32,1.9456686747712535,0.09,4,0,nan
5329,0.9703676700592041,100,0.64,0.19,0.17,0.3,0.34,1.9400767345002148,0.1,4,0,nan
5336,0.9855533242225647,100,0.63,0.29,0.08,0.26,0.37,1.8454296291883332,0.09,4,0,nan
5339,0.9878609776496887,100,0.59,0.16,0.25,0.32,0.27,1.9590725167469072,0.03,4,0,nan
5340,0.9986365437507629,100,0.76,0.12,0.12,0.44,0.32,1.7813152774012364,0.12,4,0,nan
5341,0.973212480545044,100,0.66,0.16,0.18,0.28,0.38,1.9129978562304168,0.08,4,0,nan
5346,0.956977903842926,100,0.76,0.15,0.09,0.57,0.19,1.6406758146754548,0.02,5,1,nan
5347,0.9610674977302551,100,0.62,0.24,0.14,0.3,0.32,1.9383683218310273,0.05,5,1,nan
5352,0.9936473369598389,100,0.58,0.24,0.18,0.18,0.4,1.9135209511274698,0.03,4,0,nan
5357,0.9580605626106262,100,0.64,0.15,0.21,0.26,0.38,1.9191091598246608,0.03,5,1,nan
5361,0.9993061423301697,100,0.67,0.21,0.12,0.22,0.45,1.8388651814560872,0.08,4,0,nan
5362,0.9975307583808899,100,0.77,0.06,0.17,0.45,0.32,1.7225558633705442,0.11,4,0,nan
5363,0.9980692267417908,100,0.62,0.2,0.18,0.31,0.31,1.957282358097773,0.07,3,0,nan
5367,0.997184693813324,100,0.69,0.18,0.13,0.17,0.52,1.7531151897108408,0.05,5,1,nan
5369,0.9996019005775452,100,0.69,0.17,0.14,0.47,0.22,1.8242261012854075,0.09,5,1,nan
5372,0.9920848608016968,100,0.62,0.11,0.27,0.44,0.18,1.8267626736804585,0.05,5,1,nan
5375,0.9911875128746033,100,0.63,0.18,0.19,0.41,0.22,1.9084921839672075,0.07,4,0,nan
5382,0.9965601563453674,100,0.71,0.08,0.21,0.5,0.21,1.7371547773202831,0.05,6,3,nan
5388,0.9565845727920532,100,0.68,0.14,0.18,0.39,0.29,1.890118646483771,0.09,6,2,nan
5389,0.998948335647583,100,0.66,0.16,0.18,0.37,0.29,1.9169574556454012,0.12,4,0,nan
5390,0.9971880316734314,100,0.58,0.19,0.23,0.22,0.36,1.9540827557078928,0.06,4,0,nan
5396,0.9908026456832886,100,0.61,0.19,0.2,0.35,0.26,1.9550009605955487,0.06,5,1,nan
5397,0.9988484382629395,100,0.62,0.15,0.23,0.38,0.24,1.922799895258694,0.12,4,0,nan
5404,0.996881365776062,100,0.89,0.04,0.07,0.36,0.53,1.4703705037929644,0.16,5,4,nan
5413,0.9955689311027527,100,0.59,0.17,0.24,0.22,0.37,1.940023805206173,0.07,4,0,nan
5414,0.9570552110671997,100,0.58,0.17,0.25,0.45,0.13,1.8356324026117903,0.04,5,1,nan
5419,0.9992623329162598,100,0.71,0.13,0.16,0.23,0.48,1.801597776177115,0.04,5,1,nan
5425,0.9981657266616821,100,0.57,0.22,0.21,0.26,0.31,1.9824793919543642,0.12,3,0,nan
5426,0.9940342903137207,100,0.6,0.21,0.19,0.33,0.27,1.9658936184644775,0.05,5,1,nan
5428,0.9937247633934021,100,0.68,0.19,0.13,0.2,0.48,1.810525179538474,0.06,5,1,nan
5432,0.9933294653892517,100,0.67,0.12,0.21,0.39,0.28,1.8839077873722403,0.09,4,0,nan
5446,0.9964799284934998,100,0.6,0.17,0.23,0.45,0.15,1.8512007741794227,0.03,4,0,nan
5451,0.9971802234649658,100,0.69,0.15,0.16,0.36,0.33,1.891999540525925,0.1,5,1,nan
5456,0.9994843006134033,100,0.68,0.15,0.17,0.29,0.39,1.8928325634776164,0.1,4,0,nan
5460,0.9756298661231995,100,0.7,0.17,0.13,0.36,0.34,1.877019976859477,0.14,3,0,nan
5462,0.9925100207328796,100,0.64,0.16,0.2,0.35,0.29,1.935407026279518,0.05,4,0,nan
5464,0.9973958730697632,100,0.66,0.24,0.1,0.23,0.43,1.8375592856978962,0.08,6,1,nan
5467,0.9964317083358765,100,0.64,0.13,0.23,0.43,0.21,1.8666992732178282,0.05,4,0,nan
5469,0.9895200729370117,100,0.69,0.12,0.19,0.28,0.41,1.8638987620643612,0.09,4,0,nan
5472,0.9639764428138733,100,0.51,0.28,0.21,0.28,0.23,1.988931524745814,0.04,4,0,nan
5476,0.9989391565322876,100,0.55,0.26,0.19,0.23,0.32,1.9742163856106467,0.06,5,1,nan
5484,0.9956594705581665,100,0.71,0.17,0.12,0.3,0.41,1.8501285060996584,0.06,5,1,nan
5487,0.9986422657966614,100,0.73,0.15,0.12,0.32,0.41,1.8310307784534938,0.15,4,0,nan
5489,0.9984437823295593,100,0.71,0.16,0.13,0.44,0.27,1.8368294886318355,0.08,5,1,nan
5492,0.9995883107185364,100,0.76,0.08,0.16,0.34,0.42,1.76934550618253,0.19,4,0,nan
5495,0.9934781789779663,100,0.57,0.25,0.18,0.31,0.26,1.9743904591348118,0.03,5,2,nan
5496,0.9978715181350708,100,0.84,0.1,0.06,0.36,0.48,1.6146106293773315,0.13,6,2,nan
5497,0.9958223104476929,100,0.56,0.24,0.2,0.23,0.33,1.9740102613427721,0.04,3,0,nan
5498,0.9873828887939453,100,0.56,0.13,0.31,0.26,0.3,1.9328166647972118,0.08,4,0,nan
5501,0.9971739649772644,100,0.71,0.08,0.21,0.36,0.35,1.8250474745412144,0.12,4,0,nan
5510,0.9995701909065247,100,0.61,0.27,0.12,0.21,0.4,1.8786831673655646,0.08,4,0,nan
5514,0.9886316657066345,100,0.73,0.16,0.11,0.3,0.43,1.8179576885201643,0.11,5,1,nan
5517,0.9561736583709717,100,0.6,0.15,0.25,0.34,0.26,1.9450068602479664,0.06,3,0,nan
5519,0.9953898191452026,100,0.79,0.09,0.12,0.48,0.31,1.7117845829922915,0.14,5,1,nan
5520,0.9989967942237854,100,0.68,0.09,0.23,0.5,0.18,1.745629094604825,0.04,5,1,nan
5521,0.9925350546836853,100,0.56,0.21,0.23,0.33,0.23,1.9759809718166694,0.05,4,0,nan
5523,0.9970408082008362,100,0.81,0.08,0.11,0.51,0.3,1.6583146086366036,0.16,11,1,nan
5527,0.9946342706680298,100,0.62,0.27,0.11,0.32,0.3,1.90743190745793,0.09,4,0,nan
5530,0.9951923489570618,100,0.67,0.18,0.15,0.46,0.21,1.844010941604065,0.09,5,1,nan
5532,0.9964027404785156,100,0.65,0.24,0.11,0.22,0.43,1.848558910929437,0.09,4,0,nan
5536,0.9769578576087952,100,0.74,0.15,0.11,0.22,0.52,1.7319815128497709,0.07,4,0,nan
5539,0.995303750038147,100,0.74,0.14,0.12,0.23,0.51,1.7472748263015458,0.11,4,0,nan
5542,0.9978784918785095,100,0.71,0.16,0.13,0.42,0.29,1.8492112202623077,0.08,6,2,nan
5547,0.9989603161811829,100,0.69,0.2,0.11,0.41,0.28,1.8562773926776062,0.11,3,0,nan
5549,0.9989886283874512,100,0.69,0.09,0.22,0.48,0.21,1.7743193244150166,0.09,4,0,nan
5552,0.9737038612365723,100,0.66,0.26,0.08,0.19,0.47,1.7639788752152699,0.07,4,0,nan
5567,0.9693428874015808,100,0.71,0.13,0.16,0.6,0.11,1.5981271910011692,0.07,5,3,nan
5569,0.9964021444320679,100,0.79,0.12,0.09,0.31,0.48,1.7117845829922915,0.14,5,1,nan
5577,0.9987052083015442,100,0.66,0.1,0.24,0.44,0.22,1.828047511812295,0.07,6,1,nan
5579,0.9859257936477661,100,0.78,0.09,0.13,0.37,0.41,1.7534117091104489,0.15,5,1,nan
5580,0.9862015247344971,100,0.72,0.15,0.13,0.49,0.23,1.78513836356554,0.1,4,0,nan
5581,0.991759181022644,100,0.53,0.24,0.23,0.34,0.19,1.9662023461291378,0.04,4,0,nan
5582,0.959313154220581,100,0.68,0.2,0.12,0.32,0.36,1.888102070191481,0.09,4,0,nan
5583,0.9935805201530457,100,0.69,0.09,0.22,0.49,0.2,1.7618945409507867,0.09,4,0,nan
5586,0.9990420937538147,100,0.72,0.19,0.09,0.34,0.38,1.8275068909569574,0.12,4,0,nan
5587,0.9990605711936951,100,0.64,0.16,0.2,0.42,0.22,1.8936222971299674,0.07,5,3,nan
5597,0.9957164525985718,100,0.71,0.14,0.15,0.27,0.44,1.8388233735608353,0.05,5,1,nan
5598,0.9864324331283569,100,0.73,0.14,0.13,0.39,0.34,1.838725105946926,0.15,5,1,nan
5600,0.9888221025466919,100,0.67,0.18,0.15,0.27,0.4,1.8946452366347493,0.09,5,1,nan
5601,0.9931724667549133,100,0.65,0.13,0.22,0.29,0.36,1.911736581209949,0.07,4,0,nan
5609,0.9923732280731201,100,0.72,0.19,0.09,0.22,0.5,1.7484536611030674,0.13,4,0,nan
5611,0.9559295773506165,100,0.8,0.06,0.14,0.51,0.29,1.6539773376509321,0.09,6,1,nan
5613,0.9965642094612122,100,0.71,0.13,0.16,0.44,0.27,1.8368294886318355,0.14,4,0,nan
5616,0.9560967087745667,100,0.79,0.12,0.09,0.38,0.41,1.7375586625564008,0.14,5,1,nan
5618,0.9741566181182861,100,0.55,0.18,0.27,0.21,0.34,1.957326039122317,0.06,5,1,nan
5620,0.9951277375221252,100,0.79,0.08,0.13,0.3,0.49,1.699524024117375,0.16,6,1,nan
5623,0.9868127703666687,100,0.77,0.14,0.09,0.23,0.54,1.6774747494954663,0.13,5,1,nan
5627,0.9978219270706177,100,0.77,0.13,0.1,0.49,0.28,1.7333390151350654,0.12,5,1,nan
5635,0.9993311166763306,100,0.82,0.1,0.08,0.54,0.28,1.6179647509415862,0.13,5,1,nan
5636,0.9995429515838623,100,0.72,0.16,0.12,0.24,0.48,1.7924876891689534,0.1,4,0,nan
5638,0.9947125911712646,100,0.71,0.18,0.11,0.22,0.49,1.7804494317483484,0.09,5,1,nan
5654,0.9556664228439331,100,0.67,0.16,0.17,0.38,0.29,1.9059605630666085,0.09,5,1,nan
5655,0.998775839805603,100,0.74,0.09,0.17,0.43,0.31,1.7945995558905254,0.11,4,0,nan
5662,0.9979272484779358,100,0.78,0.09,0.13,0.41,0.37,1.7534117091104489,0.16,5,1,nan
5665,0.9964594841003418,100,0.69,0.17,0.14,0.34,0.35,1.8909713957182492,0.1,4,0,nan
5670,0.992302656173706,100,0.74,0.16,0.1,0.13,0.61,1.5728564410142858,0.08,5,4,nan
5671,0.9977795481681824,100,0.85,0.09,0.06,0.57,0.28,1.5326585033516154,0.15,6,1,nan
5672,0.9994789361953735,100,0.82,0.07,0.11,0.61,0.21,1.5266674324836895,0.07,6,1,nan
5673,0.9933756589889526,100,0.59,0.19,0.22,0.32,0.27,1.9718553805361017,0.06,5,1,nan
5681,0.9968879222869873,100,0.68,0.19,0.13,0.17,0.51,1.767887191444081,0.05,5,1,nan
5685,0.97771155834198,100,0.73,0.12,0.15,0.34,0.39,1.836582868965516,0.11,4,0,nan
5686,0.9835792779922485,100,0.7,0.15,0.15,0.24,0.46,1.8305595111328656,0.1,4,0,nan
5688,0.9988106489181519,100,0.71,0.21,0.08,0.21,0.5,1.7371547773202831,0.05,6,3,nan
5692,0.983441948890686,100,0.61,0.14,0.25,0.36,0.25,1.9277254052800652,0.1,3,0,nan
5696,0.9922767877578735,100,0.72,0.15,0.13,0.27,0.45,1.821611918142615,0.13,4,0,nan
5699,0.9845241904258728,100,0.68,0.18,0.14,0.24,0.44,1.8576990880535558,0.09,3,0,nan
5700,0.9990702867507935,100,0.81,0.11,0.08,0.53,0.28,1.6414614926299973,0.13,5,5,nan
5703,0.9688106179237366,100,0.68,0.15,0.17,0.38,0.3,1.8966742836297712,0.14,3,0,nan
5704,0.9772178530693054,100,0.57,0.31,0.12,0.13,0.44,1.794652757909502,0.03,4,0,nan
5707,0.9958975315093994,100,0.67,0.21,0.12,0.3,0.37,1.8917091069393792,0.07,4,0,nan
5715,0.9676042199134827,100,0.79,0.08,0.13,0.28,0.51,1.6838027238347908,0.06,6,1,nan
5718,0.9795734882354736,100,0.73,0.14,0.13,0.32,0.41,1.8331730154349035,0.13,4,0,nan
5720,0.9893800616264343,100,0.64,0.17,0.19,0.43,0.21,1.886200775902444,0.07,4,0,nan
5725,0.9924627542495728,100,0.69,0.1,0.21,0.5,0.19,1.7602423990608054,0.1,5,1,nan
5731,0.9991227984428406,100,0.67,0.14,0.19,0.39,0.28,1.896354029599973,0.09,5,1,nan
5732,0.999073326587677,100,0.67,0.23,0.1,0.28,0.39,1.8638778868604695,0.11,4,0,nan
5735,0.9841131567955017,100,0.73,0.15,0.12,0.16,0.57,1.6628797922730054,0.08,4,0,nan
5736,0.9778282046318054,100,0.67,0.15,0.18,0.35,0.32,1.9119870442430922,0.11,4,0,nan
5738,0.9945803284645081,100,0.61,0.18,0.21,0.4,0.21,1.919725133993084,0.01,4,0,nan
5741,0.9874089360237122,100,0.61,0.23,0.16,0.29,0.32,1.9546224512946155,0.07,4,0,nan
5742,0.9867414832115173,100,0.58,0.18,0.24,0.33,0.25,1.96726458251006,0.07,3,0,nan
5744,0.9993330240249634,100,0.77,0.12,0.11,0.2,0.57,1.643990284586708,0.07,5,3,nan
5745,0.9905824661254883,100,0.69,0.15,0.16,0.37,0.32,1.8903248551507352,0.1,4,0,nan
5746,0.9658739566802979,100,0.71,0.14,0.15,0.38,0.33,1.8659303968485301,0.14,4,0,nan
5755,0.998957097530365,100,0.75,0.19,0.06,0.57,0.18,1.606318403843655,0.05,5,2,nan
5757,0.9994908571243286,100,0.77,0.18,0.05,0.32,0.45,1.7058393914223866,0.17,4,0,nan
5760,0.9989452958106995,100,0.5,0.2,0.3,0.27,0.23,1.9831645166374472,0.04,5,1,nan
5765,0.9634690284729004,100,0.69,0.2,0.11,0.27,0.42,1.850340149595934,0.04,5,1,nan
5767,0.9696763753890991,100,0.7,0.2,0.1,0.34,0.36,1.8563673947641681,0.08,5,1,nan
5770,0.9825083613395691,100,0.65,0.16,0.19,0.12,0.53,1.730756621215409,0.01,4,0,nan
5772,0.9588103890419006,100,0.71,0.16,0.13,0.44,0.27,1.8368294886318355,0.1,5,1,nan
5775,0.9731961488723755,100,0.75,0.14,0.11,0.31,0.44,1.7923382542162152,0.09,8,1,nan
5778,0.999604344367981,100,0.81,0.08,0.11,0.42,0.39,1.697238528801266,0.16,4,0,nan
5782,0.9864702224731445,100,0.62,0.15,0.23,0.35,0.27,1.9383346690254595,0.05,4,0,nan
5783,0.9798785448074341,100,0.69,0.17,0.14,0.28,0.41,1.8733021176045588,0.11,4,0,nan
5784,0.9992659687995911,100,0.7,0.23,0.07,0.26,0.44,1.7826578564204847,0.08,4,0,nan
5787,0.984248697757721,100,0.58,0.28,0.14,0.13,0.45,1.8123760658038355,0.04,4,0,nan
5790,0.9965656399726868,100,0.65,0.18,0.17,0.23,0.42,1.8932084390423585,0.04,4,0,nan
5793,0.993971049785614,100,0.75,0.1,0.15,0.48,0.27,1.7610281650144193,0.11,5,2,nan
5798,0.9991012811660767,100,0.76,0.13,0.11,0.34,0.42,1.7877508647740856,0.14,4,0,nan
5802,0.9813860058784485,100,0.64,0.17,0.19,0.45,0.19,1.863441158305251,0.09,5,2,nan
5808,0.9759128093719482,100,0.63,0.17,0.2,0.39,0.24,1.9229040222553402,0.04,4,0,nan
5809,0.9959290027618408,100,0.56,0.18,0.26,0.27,0.29,1.978521248627292,0.06,4,0,nan
5812,0.9931249618530273,100,0.69,0.22,0.09,0.2,0.49,1.7618945409507867,0.09,4,0,nan
5815,0.9868846535682678,100,0.68,0.14,0.18,0.41,0.27,1.8798240529494932,0.06,4,0,nan
5821,0.9992979168891907,100,0.56,0.21,0.23,0.27,0.29,1.9884161669269396,0.05,3,0,nan
5826,0.9891339540481567,100,0.59,0.18,0.23,0.3,0.29,1.971968772352444,0.08,4,0,nan
5828,0.9895772933959961,100,0.67,0.15,0.18,0.54,0.13,1.7185396856472155,0.03,5,1,nan
5839,0.9961985349655151,100,0.75,0.08,0.17,0.53,0.22,1.692114709743466,0.1,4,0,nan
5841,0.9968338012695312,100,0.7,0.18,0.12,0.27,0.43,1.8459607193225311,0.13,5,1,nan
5842,0.9986666440963745,100,0.64,0.21,0.15,0.43,0.21,1.8797554383444657,0.08,4,0,nan
5845,0.9783636331558228,100,0.57,0.13,0.3,0.31,0.26,1.9328166647972118,0.07,5,3,nan
5849,0.9678469896316528,100,0.73,0.12,0.15,0.4,0.33,1.8342058030036734,0.12,5,1,nan
5857,0.9993789792060852,100,0.63,0.2,0.17,0.39,0.24,1.9229040222553402,0.04,5,1,nan
5862,0.998575747013092,100,0.67,0.13,0.2,0.27,0.4,1.8858225438998288,0.1,5,1,nan
5869,0.9920258522033691,100,0.75,0.2,0.05,0.24,0.51,1.6700462414743438,0.09,4,0,nan
5871,0.9896325469017029,100,0.61,0.26,0.13,0.29,0.32,1.9318702111127029,0.06,4,0,nan
5879,0.9823213815689087,100,0.67,0.23,0.1,0.32,0.35,1.8759950744621374,0.12,4,0,nan
5880,0.9984724521636963,100,0.72,0.11,0.17,0.29,0.43,1.8263416956031664,0.12,5,1,nan
5882,0.9930246472358704,100,0.64,0.22,0.14,0.21,0.43,1.874071041281013,0.09,4,0,nan
5884,0.9958643317222595,100,0.79,0.11,0.1,0.27,0.52,1.6830776232183813,0.17,5,1,nan
5886,0.9930916428565979,100,0.7,0.15,0.15,0.27,0.43,1.8546755409861304,0.11,5,1,nan
5887,0.9799232482910156,100,0.51,0.18,0.31,0.28,0.23,1.9709902052259352,0.04,4,0,nan
5889,0.9977690577507019,100,0.58,0.24,0.18,0.27,0.31,1.9732582075379632,0.1,3,0,nan
5894,0.9940575957298279,100,0.69,0.12,0.19,0.27,0.42,1.8579615189826888,0.05,5,1,nan
5895,0.96733158826828,100,0.79,0.08,0.13,0.27,0.52,1.6747507473988783,0.17,4,0,nan
5896,0.9929764866828918,100,0.59,0.13,0.28,0.36,0.23,1.9151473978279083,0.05,4,0,nan
5898,0.9661775827407837,100,0.68,0.2,0.12,0.36,0.32,1.888102070191481,0.09,4,0,nan
